,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
7480,945961,Dario,Ossani,Strong understanding of software testing methodologies, Logistics,2019-10-15 20:46:09,1997-10-06 08:50:15,Bachelor of Business Administration (BBA),2017-11-24 12:15:08,,
7481,859305,Geronimo,Comolli,Knowledge of international business regulations and practices, Sales Operations,2019-06-27 12:35:11,1993-10-23 01:24:05,Associate of Science (AS),2015-12-30 23:18:50,,
7482,898020,Evangelista,Faranda,Leadership qualities, Strategic Partnerships,2021-10-22 23:10:50,1996-09-03 17:12:50,Certificate in Project Management,2023-02-03 15:40:18,,
7483,236961,Saverio,Nievo,Knowledge of lean manufacturing principles, Business Intelligence,2023-03-25 09:23:41,1994-02-23 07:02:23,,,,
7484,92503,Lauretta,Zamengo,Ability to develop and implement training programs, Information Security,2017-06-05 02:47:12,1995-08-31 17:22:04,Associate of Nursing (AN),2022-12-19 19:46:19,Psychology,2023-08-24 17:22:04.647405
7485,256669,Nadia,Mercadante,Knowledge of financial principles and practices, Customer Success,2016-02-28 14:23:27,2001-01-21 08:29:04,Master of Education (MEd),2021-03-18 21:36:29,English Literature,2029-01-14 08:29:04.116528
7486,934331,Oreste,Gucci,Ability to manage and resolve conflicts, Market Expansion,2022-07-30 02:41:32,1997-09-16 20:54:20,,,,
7487,162217,Fiorenzo,Mercadante,Leadership qualities, Talent Management,2017-11-25 16:46:54,1993-11-09 19:04:23,,,,
7488,591386,Alfredo,Guarneri,Knowledge of agile software development methodologies, Data Science,2015-09-13 17:40:28,1995-08-06 20:07:51,Certificate in Accounting,2018-12-25 04:23:24,,
7489,653937,Sylvia,Villadicani,Knowledge of regulatory compliance and reporting, Corporate Development,2019-05-27 04:14:28,2001-05-20 02:51:53,,,,
7490,872523,Gabriele,Alonzi,Ability to conduct market research and analysis, Compensation and Benefits,2015-10-11 03:36:09,2002-04-22 01:51:37,Associate of Nursing (AN),2023-02-03 18:35:21,,
7491,850161,Ansaldo,Necci,Strong understanding of data governance and data quality management, Product Marketing,2020-03-27 18:21:16,1995-07-04 06:26:38,,,,
7492,89831,Fernanda,Iadanza,Strong understanding of data visualization techniques, Design,2015-01-05 23:55:32,2002-09-04 20:33:35,,,,
7493,986400,Gian,Scalera,"Strong understanding of IT service management frameworks (e.g., ITIL)", Corporate Governance,2022-10-06 15:33:22,1994-03-16 01:34:01,,,,
7494,868001,Sergius,Folliero,Ability to develop and implement sustainability initiatives, Strategic Partnerships,2016-06-16 07:06:20,1999-07-28 05:28:25,Doctor of Philosophy (PhD),2022-08-03 11:40:42,,
7495,38026,Maria,Cimini,Ability to manage cross-functional projects, Strategic Planning,2015-07-18 06:11:40,1998-06-13 21:09:53,Master of Arts (MA),2020-10-29 04:25:15,,
7496,424038,Orazio,Toselli,Experience with process improvement and optimization, Innovation,2022-01-18 21:49:58,2001-06-20 04:12:58,Bachelor of Business Administration (BBA),2023-02-10 12:40:48,,
7497,480096,Giuliana,Tutino,Ability to conduct market forecasting and trend analysis, Research and Development,2017-09-09 19:10:38,1999-03-29 21:01:40,Master of Engineering (ME),2022-06-12 12:37:26,,
7498,126692,Paola,Cicala,Experience with data privacy and security measures, Facilities Planning,2016-10-05 16:10:30,2001-10-16 17:35:29,Master of Computer Science (MCS),2023-02-10 15:50:10,,
7499,907235,Salvi,Vergassola,Knowledge of regulatory requirements and compliance, Health and Safety,2018-02-27 00:32:48,1996-05-03 21:00:07,,,,
7500,336501,Chiara,Bergoglio,Ability to conduct market research and analysis, Performance Management,2022-01-31 06:36:48,1999-09-04 04:37:51,,,,
7501,50583,Sabatino,Torricelli,Ability to develop and implement marketing campaigns, Incident Response,2015-07-19 19:07:22,1997-01-09 21:43:22,Associate of Computer Science (ACS),2020-08-24 11:45:48,,
7502,636984,Alina,Fracci,Knowledge of agile software development methodologies, Performance Management,2015-01-21 13:00:03,1999-11-01 14:22:37,,,,
7503,328981,Imelda,Rubbia,Strong data analysis and interpretation skills, Manufacturing,2015-01-29 00:15:08,2001-02-15 21:29:59,Master of Business Administration (MBA),2022-04-28 15:48:54,,
7504,863011,Lucio,Frescobaldi,Experience with ERP systems and implementation, Facilities Planning,2020-10-16 20:50:05,1994-11-15 03:58:10,Bachelor of Computer Science (BCS),2016-12-08 22:21:42,,
7505,415654,Amleto,Cabrini,Strong understanding of software testing methodologies, Event Management,2015-06-17 21:00:57,1998-11-26 09:47:03,,,,
7506,494578,Claudia,Bernardini,Adaptability and flexibility, Incident Response,2020-04-16 18:20:18,1996-01-16 22:21:06,,,,
7507,19323,Teresa,Interminelli,Experience with data governance and compliance frameworks, Sales Operations,2021-05-21 17:19:21,2000-03-10 12:00:31,Certificate in Digital Marketing,2020-04-28 08:26:53,Business Administration,2028-03-03 12:00:31.758681
7508,649104,Piergiuseppe,Bruno,Knowledge of human resources policies and procedures, Cybersecurity,2017-12-04 02:32:46,2001-11-01 14:07:24,,,,
7509,717708,Arsenio,Rosiello,Ability to develop and deliver effective presentations, Compliance,2017-09-18 08:15:16,1994-11-11 10:19:05,Associate of Science (AS),2017-12-05 11:17:12,,
7510,594944,Alessandro,Agostinelli,Strong understanding of change control and configuration management, Risk Management,2021-03-28 04:53:13,2002-10-19 19:08:55,,,,
7511,263658,Lorenzo,Gottardi,Knowledge of lean manufacturing principles, Research and Development,2015-09-09 19:21:54,1994-02-10 16:33:02,,,,
7512,258131,Gastone,Micca,Knowledge of social media platforms and marketing techniques, Network Operations,2020-08-02 16:54:42,2000-08-06 17:23:30,Master of Architecture (MArch),2021-03-09 21:15:18,Anthropology,2028-07-30 17:23:30.349934
7513,895950,Virginia,Monaco,Knowledge of financial principles and practices, Learning and Development,2015-04-24 06:38:32,2000-01-01 18:36:41,Master of Fine Arts (MFA),2021-02-25 09:53:08,,
7514,805721,Giorgia,Verga,Strong understanding of software testing methodologies, Graphic Design,2023-07-16 04:13:15,1996-09-03 07:06:49,,,,
7515,295656,Pomponio,Chinnici,Problem-solving and troubleshooting skills, Procurement,2022-01-16 09:11:48,2002-12-20 17:01:52,Associate of Fine Arts (AFA),2023-01-02 11:15:27,Mathematics,2030-12-13 17:01:52.361238
7516,44218,Giada,Granatelli,Strong understanding of data visualization techniques, Data Analytics,2016-01-23 02:22:22,2002-10-12 11:08:14,Master of Arts (MA),2023-05-01 04:14:18,Neuroscience,2030-10-05 11:08:14.780172
7517,416026,Licia,Verga,Strong attention to quality and accuracy, Graphic Design,2023-06-24 06:26:27,1995-12-30 06:42:11,,,,
7518,930119,Barbara,Navarria,Knowledge of IT infrastructure and networking, Research and Development,2022-11-27 23:24:36,1998-09-22 16:57:00,,,,
7519,185288,Osvaldo,Asmundo,Experience with customer relationship management (CRM) systems, Training and Education,2021-08-06 13:26:22,1997-01-22 00:17:20,,,,
7520,98551,Piergiorgio,Antonacci,Ability to develop and implement marketing campaigns, Marketing,2020-04-06 13:59:36,2000-09-19 05:34:40,,,,
7521,96842,Benvenuto,Nibali,Ability to develop and implement diversity and inclusion initiatives, Product Support,2017-12-22 15:18:03,1995-05-12 16:15:19,,,,
7522,711824,Ottavio,Silvestri,Strong understanding of organizational development principles, Mobile App Development,2016-04-11 13:42:33,1999-12-01 19:09:33,Master of Engineering (ME),2021-09-27 04:34:46,,
7523,371169,Amico,Venier,Knowledge of financial principles and practices, Regulatory Affairs,2021-01-05 16:46:34,1995-02-27 06:41:57,,,,
7524,723067,Silvia,Finotto,Master's degree or higher, Finance,2016-12-03 10:11:54,1993-12-15 07:49:11,Doctor of Dental Surgery (DDS),2017-06-15 05:48:50,,
7525,658513,Salvi,Gabba,Analytical and critical thinking skills, Corporate Social Responsibility,2016-09-22 16:07:33,2002-12-19 13:38:25,,,,
7526,480808,Rosa,Golino,Ability to develop and implement training programs, Design,2018-04-09 00:12:54,1997-08-07 07:53:30,Bachelor of Fine Arts (BFA),2018-08-21 14:47:53,Political Science,2025-07-31 07:53:30.527775
7527,797245,Corrado,Pasqua,Ability to conduct market research and analysis, Corporate Strategy,2022-04-08 14:59:07,1999-03-21 16:31:21,,,,
7528,391866,Rolando,Cassarà,Ability to develop and implement marketing campaigns, Event Management,2023-01-16 12:43:40,1995-08-21 20:23:54,,,,
7529,170481,Rosa,Barracco,Ability to manage and resolve conflicts, Employee Relations,2020-11-06 08:19:33,1995-11-16 13:39:55,Certificate in Web Development,2016-06-29 02:17:27,,
7530,991501,Gloria,Conte,Knowledge of industry-specific software or tools, Market Research,2020-05-12 10:42:24,1995-12-05 13:50:57,Certificate in Culinary Arts,2018-07-12 00:23:21,Public Health,2023-11-28 13:50:57.315758
7531,35270,Donatella,Leonardi,Strong understanding of data governance principles, Strategic Planning,2021-04-27 13:05:18,1993-12-23 22:17:56,,,,
7532,672107,Annibale,Folliero,Ability to manage product launches and releases, Corporate Governance,2022-01-21 12:38:11,1995-03-13 13:34:52,,,,
7533,277937,Gioffre,Boezio,Ability to develop and execute social media strategies, Market Forecasting,2019-11-07 19:41:57,1994-08-20 23:53:40,,,,
7534,815314,Silvestro,Gozzi,Ability to work with cross-functional teams, Research and Innovation,2020-01-03 04:47:00,1998-05-10 22:13:56,Bachelor of Fine Arts (BFA),2022-01-04 18:46:30,,
7535,640030,Ilaria,Frescobaldi,Experience with ERP systems and implementation, Inventory Management,2016-04-22 23:08:31,1997-05-27 14:40:04,Bachelor of Architecture (BArch),2022-12-16 05:14:32,Economics,2025-05-20 14:40:04.507191
7536,864935,Annibale,Ughi,Ability to conduct market segmentation and targeting, Graphic Design,2023-01-04 01:54:33,2001-06-21 03:26:18,Certificate in Culinary Arts,2022-01-28 21:26:16,,
7537,102837,Rosa,Faugno,Knowledge of organizational culture and employee engagement, Branding and Advertising,2016-02-23 14:44:50,2001-04-17 18:48:43,,,,
7538,989148,Marcantonio,Tamburini,Experience with risk assessment and mitigation strategies, Public Relations,2019-03-18 02:03:33,1999-08-12 16:07:46,Associate of Nursing (AN),2023-05-28 15:40:01,,
7539,839571,Eleanora,Mercantini,Knowledge of talent acquisition and recruitment strategies, Digital Marketing,2019-05-28 19:45:20,1995-10-17 04:56:27,,,,
7540,68191,Sylvia,Gradenigo,Analytical and critical thinking skills, Research and Innovation,2017-05-20 08:05:06,1997-04-27 00:41:32,Master of Social Work (MSW),2018-02-25 01:32:06,,
7541,487359,Gabriella,Nugnes,Creative thinking and innovation, Competitive Intelligence,2015-06-05 09:10:42,1994-12-11 07:04:36,Doctor of Dental Surgery (DDS),2016-10-01 17:39:15,,
7542,163689,Rita,Vespucci,Experience with process improvement and optimization, Event Management,2015-04-30 23:44:44,1995-11-28 07:03:51,Doctor of Philosophy (PhD),2016-11-30 07:56:12,,
7543,485590,Silvia,Riccati,Experience with risk assessment and mitigation strategies, Corporate Training,2021-09-29 07:45:50,2000-08-25 14:31:57,,,,
7544,258419,Laura,Renier,Ability to manage and resolve conflicts, Administration,2017-03-04 19:24:52,1998-02-19 15:21:20,,,,
7545,240028,Domenico,Coppola,Experience with process improvement and optimization, Internal Communications,2018-12-06 19:22:34,1999-08-23 01:22:16,Associate of Business Administration (ABA),2021-12-21 20:13:12,,
7546,830966,Olga,Antonini,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Cloud Services,2023-05-17 22:23:42,1995-01-04 09:15:45,,,,
7547,45078,Elladio,Foletti,Strong sales and negotiation skills, Corporate Training,2021-12-08 04:38:19,1993-11-17 10:30:41,,,,
7548,396221,Liliana,Trincavelli,Team player with strong collaboration abilities, International Business,2019-06-14 01:49:48,1995-07-06 03:04:34,,,,
7549,41817,Venancio,Rosiello,Ability to manage and resolve conflicts, Business Development,2017-07-31 05:50:07,2000-08-27 00:19:04,Associate of Science (AS),2020-08-30 07:21:49,,
7550,623934,Olga,Dalla,Proficient in Microsoft Office Suite, Sustainability,2016-10-10 01:58:06,1999-10-08 19:09:04,,,,
7551,769778,Marisa,Metella,Ability to manage and resolve conflicts, Supply Chain,2019-07-14 12:30:06,1996-11-29 20:42:42,,,,
7552,685435,Giovanni,Emo,Knowledge of financial modeling and forecasting techniques, International Business,2020-08-20 20:43:14,1998-12-07 12:38:00,Bachelor of Business Administration (BBA),2021-12-07 12:12:45,,
7553,27104,Camillo,Golgi,Experience with data governance and compliance frameworks, Incident Response,2021-01-03 10:17:32,2002-12-15 23:24:53,,,,
7554,504431,Corrado,Onisto,"Strong understanding of IT service management frameworks (e.g., ITIL)", Digital Marketing,2022-09-04 23:50:02,2000-08-21 11:51:41,Bachelor of Arts (BA),2022-09-13 05:22:40,,
7555,390014,Maura,Leopardi,Knowledge of organizational culture and employee engagement, Information Security,2022-12-29 12:23:15,2002-12-23 08:46:00,,,,
7556,762053,Gianni,Piccio,Ability to develop and implement training programs, Intellectual Property,2022-08-14 12:21:08,2000-09-18 11:20:04,Bachelor of Fine Arts (BFA),2020-10-31 21:14:28,,
7557,570376,Paolo,Odescalchi,Experience with customer experience (CX) design and optimization, Business Development,2022-02-26 04:00:45,2001-05-05 09:19:05,Certificate in Accounting,2021-07-31 22:12:09,Chemistry,2029-04-28 09:19:05.898679
7558,639481,Toni,Camiscione,Ability to work independently, Legal,2021-10-31 17:40:00,2002-12-26 12:52:45,,,,
7559,888921,Martino,Pontecorvo,Strong understanding of change control and configuration management, Operations,2018-09-04 01:14:28,1996-04-27 13:55:35,Doctor of Pharmacy (PharmD),2019-03-24 22:44:08,,
7560,272937,Giuseppina,Roncalli,Strong decision-making abilities, Strategic Planning,2020-08-04 16:50:07,2001-05-18 18:16:03,,,,
7561,577419,Antonina,Granatelli,Strong understanding of organizational development principles, Warehouse and Distribution,2017-12-14 08:04:41,2000-12-26 00:13:32,Associate of Engineering (AE),2021-02-13 12:36:54,,
7562,212338,Marissa,Tiepolo,Knowledge of organizational culture and employee engagement, Research and Development,2020-03-08 19:48:45,1999-03-17 19:06:42,,,,
7563,39756,Liana,Tomaselli,Ability to conduct competitive intelligence and analysis, Sales,2015-09-15 16:33:21,1994-10-02 23:45:53,Associate of Architecture (AArch),2018-09-07 12:00:11,,
7564,120614,Santino,Bosio,Knowledge of talent acquisition and recruitment strategies, Online Community Management,2015-01-17 00:55:46,2000-08-10 14:09:48,Master of Computer Science (MCS),2021-05-10 03:06:27,Sociology,2028-08-03 14:09:48.778536
7565,398514,Annetta,Peruzzi,Experience with process mapping and workflow analysis, Supplier Relations,2016-01-15 01:06:43,2002-05-03 02:37:23,,,,
7566,509477,Sergius,Gilardoni,Bachelor's degree in a relevant field, Employee Relations,2021-03-18 01:53:41,1998-04-03 23:22:55,,,,
7567,814153,Sylvia,Trotta,Knowledge of financial principles and practices, Market Expansion,2017-08-21 16:35:53,2001-05-04 00:38:19,Master of Education (MEd),2022-12-17 04:26:26,,
7568,828630,Fredo,Rienzo,Ability to multitask and prioritize effectively, Finance,2023-06-09 22:12:00,2001-06-14 08:40:33,,,,
7569,915909,Adelasia,Tagliafierro,Strong financial analysis and forecasting skills, Market Research,2015-09-22 18:10:53,1997-01-22 06:44:03,,,,
7570,841139,Gianfrancesco,Civaschi,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Graphic Design,2022-05-05 11:57:08,1993-10-26 07:39:08,,,,
7571,590604,Elisa,Doria,Knowledge of supply chain management principles, Market Forecasting,2019-05-23 03:11:39,1994-11-11 01:04:07,Diploma in Business Administration,2016-12-23 22:42:34,,
7572,104636,Tonia,Nosiglia,"Strong understanding of IT service management frameworks (e.g., ITIL)", Research and Development,2022-09-30 21:39:20,1996-04-25 13:10:06,,,,
7573,222466,Raffaello,Tolentino,Attention to detail and accuracy, Project Management,2016-09-13 00:26:55,1998-10-22 23:23:03,Associate of Applied Science (AAS),2023-03-13 18:31:52,,
7574,837709,Eraldo,Goldoni,Strong understanding of inventory management principles, Human Resources,2018-03-12 15:13:00,1996-04-26 10:25:27,Certificate in Medical Assisting,2019-09-17 22:17:05,,
7575,631673,Annibale,Rienzo,Experience with process improvement and optimization, Corporate Governance,2020-06-01 15:48:28,2002-06-11 05:39:36,,,,
7576,848216,Mercedes,Cignaroli,Ability to develop and maintain vendor relationships, Strategic Partnerships,2016-04-06 10:41:47,2000-01-03 11:00:38,,,,
7577,938885,Venancio,Pirelli,Proactive and self-motivated, Workplace Culture,2023-02-20 15:56:44,2001-02-28 14:42:10,Bachelor of Social Work (BSW),2021-07-26 15:41:54,,
7578,417276,Lidia,Ariosto,Ability to develop and implement sustainability initiatives, Supply Chain,2017-05-01 06:46:35,2002-10-01 13:34:37,,,,
7579,775170,Rosina,Novaro,Ability to develop and implement marketing campaigns, Corporate Development,2021-07-23 04:10:47,2002-01-09 18:12:53,,,,
7580,170424,Adamo,Ceschi,Strong research and information-gathering skills, Brand Management,2019-07-08 23:01:18,2001-06-22 19:05:32,Associate of Social Work (ASW),2021-06-24 07:25:55,,
7581,719258,Giulio,Zanazzo,Bachelor's degree in a relevant field, Research and Innovation,2018-11-06 02:43:03,1995-03-17 16:49:38,,,,
7582,577122,Donatella,Colletti,Ability to develop and deliver effective presentations, Business Analytics,2015-11-07 06:12:59,1994-08-28 15:25:26,Associate of Engineering (AE),2020-10-18 22:27:03,,
7583,86795,Leone,Bernardi,Knowledge of industry-specific software or tools, Social Media Management,2017-10-20 07:11:22,1994-11-14 22:28:29,,,,
7584,673262,Rocco,Orsini,Strong project coordination and scheduling skills, Network Operations,2016-11-29 01:25:08,1995-02-09 11:27:01,,,,
7585,624247,Giuseppina,Cassarà,Ability to develop and deliver effective presentations, Financial Planning and Analysis,2018-10-10 23:15:18,1996-11-23 14:58:07,,,,
7586,840986,Paride,Mascheroni,Experience with risk assessment and management, Branding and Advertising,2018-12-11 09:00:27,2000-09-22 03:30:21,,,,
7587,410552,Antonina,Ferraris,Strong written and verbal communication skills, E-commerce,2018-12-14 22:22:59,2002-06-16 17:50:32,,,,
7588,508356,Uberto,Tresoldi,Excellent problem-solving abilities, Supplier Relations,2020-07-11 21:24:07,2000-09-22 20:48:50,,,,
7589,816077,Gianna,Barracco,Experience with process improvement and optimization, Public Relations,2016-07-20 06:42:20,2000-11-24 22:05:51,,,,
7590,503516,Temistocle,Pavanello,Strong understanding of inventory management principles, Warehouse and Distribution,2015-05-13 10:51:01,2002-07-04 23:58:24,Master of Education (MEd),2022-07-20 11:09:57,,
7591,79698,Arnaldo,Detti,Ability to work in a fast-paced environment, Facilities Management,2018-08-13 00:59:07,1994-10-06 15:07:27,Diploma in Hospitality Management,2016-05-23 14:10:55,,
7592,911498,Iolanda,Spanevello,Adaptability and flexibility, Supply Chain,2021-03-23 01:05:14,1997-07-17 13:46:58,,,,
7593,506752,Achille,Venturi,Problem-solving and troubleshooting skills, Customer Success,2023-07-08 12:03:40,1997-11-05 23:48:55,Master of Social Work (MSW),2023-05-17 10:53:35,,
7594,693117,Lidia,Notarbartolo,Ability to manage product launches and releases, Communications,2023-04-24 18:05:41,1994-01-11 07:23:33,Bachelor of Engineering (BE),2022-04-06 22:48:11,,
7595,306202,Fabrizio,Rizzo,Master's degree or higher, Internal Audit,2017-10-19 05:00:44,2000-12-05 20:37:01,,,,
7596,280969,Federica,Orengo,Knowledge of agile software development methodologies, Software Engineering,2023-02-15 11:54:16,1994-08-13 06:51:59,,,,
7597,362422,Costantino,Cavalcanti,Knowledge of employee performance evaluation techniques, Financial Planning and Analysis,2023-01-31 10:51:01,2001-10-25 03:01:56,Master of Fine Arts (MFA),2022-07-26 00:59:33,,
7598,18790,Annunziata,Monti,Excellent problem-solving abilities, Corporate Social Responsibility,2015-08-02 15:55:39,1994-05-14 17:49:10,Certificate in Graphic Design,2015-02-01 08:17:02,,
7599,102645,Tiziana,Fogazzaro,Strong interpersonal skills, Product Marketing,2019-01-10 06:20:15,1996-01-16 13:40:40,Master of Architecture (MArch),2021-09-22 08:41:27,,
7600,786824,Erika,Scarpa,Experience with risk assessment and management, Facilities Planning,2023-06-03 11:53:28,1999-03-05 22:06:32,,,,
7601,706308,Gianfrancesco,Toso,Experience with ERP systems and implementation, Customer Success,2019-01-08 21:53:11,1999-01-21 03:34:04,Master of Engineering (ME),2023-07-15 04:11:58,,
7602,42975,Gastone,Comencini,Experience with process improvement and optimization, Market Research,2015-06-15 23:15:11,1997-04-16 16:56:48,,,,
7603,975053,Silvestro,Bernini,Experience with risk assessment and mitigation strategies, Employee Relations,2015-07-28 10:07:03,2000-11-25 17:12:26,,,,
7604,678437,Fabrizio,Canevascini,Knowledge of international business regulations and practices, Manufacturing,2019-12-20 12:29:23,1996-10-30 16:37:27,Diploma in Electrical Engineering,2020-10-31 07:54:24,,
7605,373246,Alessia,Valmarana,Experience with customer relationship management (CRM) systems, Strategic Planning,2015-09-06 16:55:53,1996-02-06 18:42:25,Associate of Architecture (AArch),2021-11-01 17:19:38,,
7606,914611,Pomponio,Fantozzi,Ability to work independently, Event Management,2015-02-06 06:27:11,1998-08-02 04:50:34,,,,
7607,144015,Santino,Vergerio,Excellent problem-solving abilities, Branding and Advertising,2015-12-19 20:15:07,1998-03-17 11:04:49,Bachelor of Fine Arts (BFA),2018-03-30 09:40:16,,
7608,151770,Valentina,Borgia,Knowledge of employee performance evaluation techniques, Business Development,2016-12-30 01:24:00,1999-07-04 20:36:21,,,,
7609,228394,Tiziano,Respighi,Ability to develop and implement marketing campaigns, Supply Chain,2016-12-03 07:18:32,2001-05-06 22:15:11,,,,
7610,661705,Veronica,Caruso,Experience with supply chain optimization and logistics, Logistics,2016-04-27 14:31:15,2000-10-23 11:35:26,Associate of Applied Science (AAS),2020-12-07 03:45:27,,
7611,639370,Lamberto,Franzese,Knowledge of marketing strategies and techniques, Network Operations,2020-03-17 07:27:39,1998-08-07 09:21:43,,,,
7612,95474,Imelda,Bombieri,Strong organizational and time management skills, Incident Response,2018-10-07 11:36:31,1994-05-12 11:50:32,,,,
7613,415858,Marisa,Giammusso,Strong understanding of IT security and risk management, Customer Success,2020-10-28 02:23:32,1999-07-30 13:28:24,Associate of Science (AS),2021-05-11 02:44:11,,
7614,312828,Gianpaolo,Pennetta,Knowledge of regulatory compliance and reporting, Engineering Design,2021-02-18 12:50:06,1995-07-31 16:11:09,,,,
7615,898492,Virginia,Platini,Knowledge of agile software development methodologies, Internal Communications,2020-05-23 00:17:22,2002-07-11 15:36:43,,,,
7616,775811,Filippa,Malpighi,Knowledge of market trends and competitive analysis, Data Science,2020-11-25 14:48:17,1995-05-13 18:47:13,Master of Business Administration (MBA),2021-07-28 04:59:49,,
7617,149643,Eliana,Ferrara,Strong organizational and time management skills, Public Relations,2018-09-02 21:02:05,1994-01-27 00:00:30,,,,
7618,423347,Achille,Martucci,Knowledge of intellectual property laws and regulations, Corporate Communications,2016-06-17 19:45:42,2001-12-17 09:48:00,Associate of Computer Science (ACS),2023-07-06 08:19:00,,
7619,957690,Orazio,Cerquiglini,Ability to develop and implement diversity and inclusion initiatives, User Experience,2020-03-29 05:50:13,1996-09-13 09:36:26,Bachelor of Education (BEd),2022-12-13 22:48:48,,
7620,916500,Lodovico,Giannini,Ability to develop and deliver effective presentations, Talent Management,2016-08-31 23:19:13,2000-07-27 06:26:43,Certificate in Graphic Design,2021-07-04 21:39:28,,
7621,664224,Gianmarco,Cimarosa,Knowledge of social media platforms and marketing techniques, Product Marketing,2019-02-12 13:36:28,1999-06-17 19:42:44,Master of Arts (MA),2020-04-04 13:23:01,,
7622,733339,Marcello,Malpighi,Creative thinking and innovation, Web Development,2018-02-21 04:55:49,1995-03-03 00:51:54,Associate of Computer Science (ACS),2016-05-31 09:42:13,,
7623,579459,Eliana,Spinelli,Ability to develop and implement strategic plans, Branding and Advertising,2017-01-19 08:38:36,1998-03-09 17:10:59,Diploma in Hospitality Management,2021-04-26 14:12:35,,
7624,372064,Vincentio,Merisi,Strong project coordination and scheduling skills, User Experience,2017-08-18 01:44:51,2000-06-20 08:48:31,Bachelor of Fine Arts (BFA),2021-02-12 21:41:08,Education,2028-06-13 08:48:31.128955
7625,153741,Fortunata,Cabibbo,Ability to develop and implement diversity and inclusion initiatives, Tax,2017-10-26 17:09:21,1999-12-10 01:15:54,Certificate in Culinary Arts,2021-05-19 15:40:35,,
7626,259937,Mattia,Gilardoni,Strong understanding of data governance principles, Legal,2019-06-05 16:19:09,1998-02-05 20:48:59,Associate of Nursing (AN),2018-09-26 21:52:54,,
7627,253358,Victoria,Iannotti,Experience with customer experience (CX) design and optimization, Mobile App Development,2016-08-31 22:04:06,1996-07-12 09:04:15,,,,
7628,354819,Cassandra,Roth,Experience with customer service management tools, Talent Management,2020-12-09 13:59:33,2000-04-24 11:19:57,,,,
7629,626144,Mattia,Casagrande,Strong research and information-gathering skills, Business Intelligence,2022-09-29 16:32:55,1998-12-15 05:40:38,,,,
7630,149984,Greco,Cheda,Analytical and critical thinking skills, Supply Chain,2019-11-24 09:21:28,1999-03-16 19:34:55,Associate of Arts (AA),2021-12-24 17:58:37,,
7631,440317,Ruggero,Mattarella,Ability to interpret and analyze financial statements, Vendor Management,2022-10-09 01:52:38,1995-05-31 13:56:04,Master of Computer Science (MCS),2017-04-17 18:00:38,,
7632,792572,Domenico,Borroni,Knowledge of software development methodologies, Employee Relations,2020-03-08 14:15:20,1995-12-26 14:02:02,Doctor of Philosophy (PhD),2022-02-08 20:38:23,,
7633,7651,Eleanora,Guarana,Experience with customer experience (CX) design and optimization, Customer Service,2018-02-03 09:55:13,1999-10-01 12:20:25,,,,
7634,512069,Daria,Bembo,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Strategic Partnerships,2018-08-27 09:00:53,1994-08-21 02:26:24,,,,
7635,197309,Donna,Udinesi,Strong understanding of data governance and data quality management, Business Intelligence,2021-01-10 09:33:36,1994-12-19 21:52:40,,,,
7636,458030,Dolores,Ricci,Knowledge of software development methodologies, Facilities Planning,2015-11-03 21:38:51,1993-11-18 19:45:15,Diploma in Early Childhood Education,2014-02-20 02:50:17,,
7637,604263,Stefania,Bragadin,Knowledge of regulatory compliance and reporting, Media Relations,2019-05-23 04:38:10,2002-12-05 15:56:48,,,,
7638,375907,Cecilia,Bettoni,Knowledge of industry-specific software or tools, User Experience,2015-03-01 12:13:59,2000-05-26 06:52:41,,,,
7639,877704,Fabio,Seddio,Experience with product lifecycle management, Claims and Insurance,2021-03-12 00:04:55,2002-04-05 14:23:12,Diploma in Electrical Engineering,2023-03-07 14:39:35,,
7640,204669,Beatrice,Trevisan,Experience with budget management, Market Research,2018-01-11 11:21:01,1995-07-04 01:50:26,Bachelor of Social Work (BSW),2015-07-13 06:46:21,,
7641,61408,Romolo,Pastine,Knowledge of lean manufacturing principles, Learning and Development,2017-10-07 19:39:15,1999-07-28 12:10:35,,,,
7642,692466,Geronimo,Foa,Attention to detail and accuracy, Corporate Communications,2022-11-01 10:58:02,2001-11-06 20:43:10,,,,
7643,92302,Angelina,Puccini,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Innovation,2016-04-01 17:46:13,1997-03-13 02:55:39,Bachelor of Nursing (BN),2020-01-18 08:37:54,,
7644,712050,Arnaldo,Giusti,Strong organizational and time management skills, Data Analytics,2022-03-04 14:03:49,1997-06-22 16:53:00,,,,
7645,611405,Milo,Baracca,Experience with content management systems (CMS), Software Testing,2020-09-08 07:32:30,1996-12-02 14:54:42,,,,
7646,852522,Delfino,Columbo,Ability to multitask and prioritize effectively, Product Support,2016-01-03 15:42:06,1996-07-13 22:37:21,,,,
7647,310022,Maurilio,Mazzanti,Ability to conduct competitive intelligence and analysis, Workplace Culture,2018-02-08 01:49:15,1997-07-31 01:56:14,,,,
7648,828120,Gianluca,Dulbecco,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Sales Operations,2017-03-14 10:44:17,1994-10-22 09:45:20,Master of Computer Science (MCS),2016-10-20 04:15:29,,
